"aeropuerto","nacionalidad","total","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
NA,"AMERICA CENTRAL Y EL CARIBE","96899","4790","4385","4692","5492","8085","18650","24742","10942","3663","3550","3619","4289"
NA,"Aruba","10","5","0","0","0","0","0","5","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","3505","425","230","140","310","455","425","325","190","175","280","125","425"
NA,"Cuba","7175","35","15","60","105","655","1758","1697","1305","605","340","270","330"
NA,"Curazao","30","0","0","0","0","0","0","10","20","0","0","0","0"
NA,"El Salvador","1820","130","60","55","130","260","210","225","225","125","120","130","150"
NA,"Guadalupe","510","0","10","0","0","0","0","90","400","0","0","0","10"
NA,"Guatemala","2060","60","155","70","105","160","245","280","140","90","230","250","275"
NA,"Haití","730","35","30","10","50","115","155","105","65","15","40","75","35"
NA,"Honduras","470","5","40","15","30","60","15","50","55","35","25","30","110"
NA,"Jamaica","1260","15","10","25","20","135","160","150","190","125","130","210","90"
NA,"Martinica","5","0","0","0","0","0","0","0","5","0","0","0","0"
NA,"Panamá","17889","3047","2175","1949","2338","1095","655","1627","2017","430","1025","836","695"
NA,"Puerto  Rico","59000","958","1435","2308","2189","5000","14717","19713","6160","1778","1235","1473","2034"
NA,"San Martin","10","0","0","0","0","0","0","0","0","0","0","10","0"
NA,"Trinidad y Tobago","1245","5","205","15","25","95","110","365","105","130","65","80","45"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","1180","70","20","45","190","55","200","100","65","155","60","130","90"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","489957","46083","35384","31573","38564","43894","41359","47337","42544","36568","41555","39630","45466"
NA,"Argentina","150639","13626","10847","10189","11423","14233","11828","12865","11935","12429","12770","13852","14642"
NA,"Bolivia","8871","849","420","265","650","785","845","745","815","585","805","997","1110"
NA,"Brasil","83381","6435","5219","5576","5564","7717","6635","7586","6124","5884","7195","7736","11710"
NA,"Chile","74415","6612","6763","3883","5494","7022","6736","7008","6119","6295","7410","5952","5121"
NA,"Colombia","74347","8314","4360","5092","6967","6447","6569","7411","6940","4517","5135","5550","7045"
NA,"Ecuador","7779","440","245","325","360","370","430","1413","1676","560","685","655","620"
NA,"Perú","46733","5302","3420","3643","3705","3895","3645","6014","4483","3354","4800","2019","2453"
NA,"Uruguay","22368","1661","1585","1555","1617","2045","2714","1922","2567","1608","2065","1934","1095"
NA,"Venezuela","14841","1851","1950","835","2134","855","1527","1528","1255","886","330","455","1235"
NA,"Otros","6583","993","575","210","650","525","430","845","630","450","360","480","435"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","9965","160","125","155","360","820","1030","1105","1250","860","1130","1270","1700"
NA,"China","1400","20","45","0","45","45","85","140","100","105","75","220","520"
NA,"Corea del Sur","690","0","0","0","35","35","115","135","45","85","45","105","90"
NA,"India","1910","10","0","10","45","205","210","285","310","90","110","350","285"
NA,"Israel","1460","45","10","40","65","75","70","65","95","180","445","135","235"
NA,"Japón","445","25","35","5","10","40","25","25","40","35","65","45","95"
NA,"Taiwan","135","0","5","0","0","20","35","25","0","10","5","25","10"
NA,"Otros","3925","60","30","100","160","400","490","430","660","355","385","390","465"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","1016445","86532","76804","80534","88714","74589","74058","93400","93676","69795","84555","92071","101717"
NA,"Alemania","181219","16694","17200","18263","17592","10432","13380","12467","13737","12690","14440","17548","16776"
NA,"Austria","7906","1063","495","610","991","205","560","560","250","455","600","962","1155"
NA,"Bélgica","31575","2685","2365","2378","3259","2005","2503","3378","2827","2088","2265","2550","3272"
NA,"Bulgaria","2040","225","105","20","110","100","345","200","50","120","215","220","330"
NA,"Dinamarca","705","110","65","45","85","5","30","140","20","5","15","70","115"
NA,"Escocia","315","5","0","0","0","35","35","35","10","65","50","55","25"
NA,"España","115933","7252","5324","3802","9932","8832","8803","16919","17204","9264","9755","7795","11051"
NA,"Finlandia","270","25","5","60","20","20","5","20","10","5","50","25","25"
NA,"Francia","155771","18938","17651","16812","15810","9757","6951","12022","12841","4908","9640","13266","17175"
NA,"Grecia","280","0","10","0","25","20","0","45","30","25","30","50","45"
NA,"Holanda","20755","1871","1210","1710","1577","1050","2082","2211","1700","1543","1675","1768","2358"
NA,"Hungría","3812","1067","380","85","210","115","150","105","115","295","480","330","480"
NA,"Inglaterra","141169","9806","9158","10769","10156","15499","12889","14573","15222","12610","11870","9909","8708"
NA,"Irlanda","965","60","25","75","50","75","60","110","85","95","105","110","115"
NA,"Italia","12601","853","400","470","770","635","1206","1537","1620","700","865","1302","2243"
NA,"Luxemburgo","415","10","10","0","40","20","0","15","50","15","50","70","135"
NA,"Noruega","165","0","0","30","5","0","25","30","0","0","35","20","20"
NA,"Polonia","29301","2360","1360","1415","961","1085","1041","3479","3278","2109","2215","5721","4277"
NA,"Portugal","27592","290","305","505","1923","2090","3039","4800","5514","2814","2425","1578","2309"
NA,"República Checa","3461","130","435","215","195","190","50","210","185","250","350","591","660"
NA,"Rumania","3826","70","65","220","95","205","295","245","190","425","510","856","650"
NA,"Rusia","228346","19213","16401","18762","21210","18874","16865","16215","15913","16466","22530","21896","24001"
NA,"Suecia","5437","1117","1185","1375","210","10","135","140","5","0","60","55","1145"
NA,"Suiza","25451","1746","2260","2513","2608","1810","2323","2311","1345","1572","2050","2650","2263"
NA,"Ucrania","13420","822","190","260","625","1245","1066","1243","1290","981","1880","2089","1729"
NA,"Otros","3715","120","200","140","255","275","220","390","185","295","395","585","655"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","1620","25","95","260","375","140","150","120","110","75","70","110","90"
NA,"Australia","795","15","80","30","350","75","35","15","45","40","20","40","50"
NA,"Otros","825","10","15","230","25","65","115","105","65","35","50","70","40"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE LA ROMANA, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","103112","15729","15206","14910","11082","3658","4341","6460","6250","3879","3289","5799","12509"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","4362","615","274","303","253","329","321","425","402","486","316","242","396"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","3925","565","257","279","220","294","282","374","361","417","271","230","375"
NA,"EXTRANJEROS","437","50","17","24","33","35","39","51","41","69","45","12","21"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","98750","15114","14932","14607","10829","3329","4020","6035","5848","3393","2973","5557","12113"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","4768","363","291","340","378","378","463","503","367","463","295","247","680"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","93982","14751","14641","14267","10451","2951","3557","5532","5481","2930","2678","5310","11433"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","39712","7369","8270","8352","3460","905","1180","1680","1467","574","746","1325","4384"
NA,"Canadá","26400","6176","6770","6630","1885","6","350","701","533","0","7","333","3009"
NA,"Estados Unidos","13214","1176","1492","1713","1560","898","823","975","933","574","736","992","1342"
NA,"México","98","17","8","9","15","1","7","4","1","0","3","0","33"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","973","33","45","19","71","73","63","177","49","204","71","47","121"
NA,"Aruba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","8","2","0","0","4","0","0","0","2","0","0","0","0"
NA,"Cuba","15","2","0","0","0","3","1","2","0","4","3","0","0"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","3","0","0","0","1","0","1","0","0","0","1","0","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","8","1","0","0","0","0","4","2","0","0","1","0","0"
NA,"Haití","68","10","12","7","25","0","5","8","0","0","0","0","1"
NA,"Honduras","16","0","0","1","2","0","0","1","0","1","0","10","1"
NA,"Jamaica","6","0","0","1","0","0","1","0","1","1","1","0","1"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","17","0","0","1","0","0","0","0","5","5","3","1","2"
NA,"Puerto  Rico","815","18","27","8","36","68","51","163","41","190","62","36","115"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","5","0","1","1","0","1","0","1","0","1","0","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","12","0","5","0","3","1","0","0","0","2","0","0","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","3328","247","247","198","220","94","96","170","60","294","82","646","974"
NA,"Argentina","323","60","27","6","1","1","1","0","5","204","4","5","9"
NA,"Bolivia","1196","0","0","0","0","0","0","0","0","0","0","477","719"
NA,"Brasil","29","8","9","0","1","1","2","2","0","0","0","5","1"
NA,"Chile","133","29","51","36","1","0","0","0","0","1","10","2","3"
NA,"Colombia","175","13","9","9","11","3","14","15","7","2","30","55","7"
NA,"Ecuador","27","2","4","3","0","0","2","1","5","2","2","5","1"
NA,"Perú","23","1","3","8","0","0","3","0","2","2","1","2","1"
NA,"Uruguay","5","0","0","1","1","3","0","0","0","0","0","0","0"
NA,"Venezuela","1412","133","143","134","205","86","74","151","41","82","35","95","233"
NA,"Otros","5","1","1","1","0","0","0","1","0","1","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","87","6","8","15","8","3","3","3","2","2","11","0","26"
NA,"China","25","3","1","1","2","0","0","3","1","0","0","0","14"
NA,"Corea del Sur","12","0","5","0","1","0","2","0","0","0","3","0","1"
NA,"India","2","2","0","0","0","0","0","0","0","0","0","0","0"
NA,"Israel","14","0","0","1","2","1","1","0","1","2","3","0","3"
NA,"Japón","2","1","0","0","0","0","0","0","0","0","0","0","1"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","32","0","2","13","3","2","0","0","0","0","5","0","7"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","49851","7094","6068","5682","6691","1876","2215","3500","3902","1856","1768","3289","5910"
NA,"Alemania","397","15","11","142","8","1","0","0","0","3","0","95","122"
NA,"Austria","11","5","0","1","1","0","0","2","0","1","0","1","0"
NA,"Bélgica","6","0","2","1","0","0","0","0","1","1","0","0","1"
NA,"Bulgaria","16","1","0","2","1","0","0","1","2","2","0","1","6"
NA,"Dinamarca","1","0","0","1","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","96","7","13","9","15","17","5","1","13","2","0","3","11"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","7295","1763","1426","1418","1574","3","0","323","654","108","12","4","10"
NA,"Grecia","13","0","6","2","1","0","0","1","0","0","2","1","0"
NA,"Holanda","22","0","2","5","0","0","2","0","0","4","1","5","3"
NA,"Hungría","5","1","0","2","1","1","0","0","0","0","0","0","0"
NA,"Inglaterra","1056","5","2","11","10","0","2","5","0","1","0","416","604"
NA,"Irlanda","2","0","0","0","0","0","0","0","0","0","0","2","0"
NA,"Italia","39345","5057","4471","3969","4932","1779","2141","3046","3171","1679","1666","2642","4792"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","1","0","0","1","0","0","0","0","0","0","0","0","0"
NA,"Polonia","91","14","6","10","2","0","2","7","4","2","1","4","39"
NA,"Portugal","36","5","4","6","9","0","2","3","3","0","1","0","3"
NA,"República Checa","14","3","6","0","2","3","0","0","0","0","0","0","0"
NA,"Rumania","92","6","6","6","13","3","6","5","9","5","1","24","8"
NA,"Rusia","364","17","24","53","44","46","13","30","19","23","34","13","48"
NA,"Suecia","12","2","0","1","0","0","1","0","0","0","3","2","3"
NA,"Suiza","297","14","50","22","41","2","31","69","2","2","22","13","29"
NA,"Ucrania","598","169","25","16","27","20","5","5","16","21","14","56","224"
NA,"Otros","81","10","14","4","10","1","5","2","8","2","11","7","7"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","31","2","3","1","1","0","0","2","1","0","0","3","18"
NA,"Australia","9","0","3","1","1","0","0","0","0","0","0","0","4"
NA,"Otros","22","2","0","0","0","0","0","2","1","0","0","3","14"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE CIBAO, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","681403","54411","47223","48003","46674","50565","65622","78406","68801","42787","49730","52493","76688"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","133322","17200","6976","8106","8367","8992","9689","13307","16278","10015","11830","12571","9991"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","130728","16838","6763","7892","8225","8651","9519","13132","16000","9788","11695","12400","9825"
NA,"EXTRANJEROS","2594","362","213","214","142","341","170","175","278","227","135","171","166"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","548081","37211","40247","39897","38307","41573","55933","65099","52523","32772","37900","39922","66697"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","354498","25780","24841","24459","24150","26114","33316","39239","33138","23458","25788","26246","47969"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","193583","11431","15406","15438","14157","15459","22617","25860","19385","9314","12112","13676","18728"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","157599","8511","11877","12142","11514","12395","19567","22820","17091","6957","9502","10167","15056"
NA,"Canadá","739","80","55","110","60","30","70","30","30","55","55","74","90"
NA,"Estados Unidos","155365","8262","11696","11917","11309","12235","19307","22705","16955","6822","9337","10009","14811"
NA,"México","1495","169","126","115","145","130","190","85","106","80","110","84","155"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","21383","1701","1977","1971","1563","1774","1950","1960","1444","1297","1510","2034","2202"
NA,"Aruba","5","0","0","0","0","5","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","565","40","50","30","20","75","45","75","85","25","50","30","40"
NA,"Costa Rica","445","60","20","30","40","65","30","20","50","10","45","25","50"
NA,"Cuba","1504","138","146","155","105","179","105","40","105","85","110","181","155"
NA,"Curazao","25","0","0","0","0","5","0","0","10","5","0","5","0"
NA,"El Salvador","816","55","111","55","60","70","45","85","25","50","110","60","90"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","695","60","76","55","35","90","45","75","20","50","55","74","60"
NA,"Haití","2325","213","146","235","145","150","160","220","165","155","200","246","290"
NA,"Honduras","520","75","55","50","35","15","60","40","40","20","40","40","50"
NA,"Jamaica","590","30","30","100","45","60","55","45","40","45","65","40","35"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","994","80","136","80","95","45","90","40","50","45","60","128","145"
NA,"Puerto  Rico","11435","771","1062","1066","878","890","1205","1180","799","712","640","1105","1127"
NA,"San Martin","5","0","0","0","0","5","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","480","25","80","35","45","25","45","85","5","20","25","45","45"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","979","154","65","80","60","95","65","55","50","75","110","55","115"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","8735","735","855","785","605","800","720","760","575","695","635","785","785"
NA,"Argentina","1192","128","100","125","100","155","105","110","45","145","55","69","55"
NA,"Bolivia","145","5","5","15","0","35","5","20","5","25","10","5","15"
NA,"Brasil","595","50","45","80","55","40","30","50","60","50","35","55","45"
NA,"Chile","1366","139","187","90","100","80","130","235","100","110","100","65","30"
NA,"Colombia","1807","100","156","150","125","185","130","150","120","120","190","181","200"
NA,"Ecuador","1422","134","141","170","115","90","100","65","90","80","65","157","215"
NA,"Perú","964","119","116","85","30","85","65","80","85","55","55","104","85"
NA,"Uruguay","95","5","0","0","5","5","10","5","0","10","20","30","5"
NA,"Venezuela","794","45","90","40","60","75","75","30","55","55","75","89","105"
NA,"Otros","355","10","15","30","15","50","70","15","15","45","30","30","30"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","2049","160","255","230","220","190","185","95","80","115","185","184","150"
NA,"China","375","40","70","45","35","50","25","10","25","10","15","25","25"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","404","15","15","45","80","40","35","5","0","20","40","59","50"
NA,"Israel","190","5","35","50","35","5","10","5","0","5","20","15","5"
NA,"Japón","130","10","10","0","15","20","5","5","15","25","10","10","5"
NA,"Taiwan","200","5","25","20","10","5","40","25","10","10","35","10","5"
NA,"Otros","750","85","100","70","45","70","70","45","30","45","65","65","60"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","3562","304","442","285","250","240","180","210","185","225","260","476","505"
NA,"Alemania","370","5","15","40","40","20","25","40","20","25","45","25","70"
NA,"Austria","25","0","0","5","5","0","0","0","5","0","0","10","0"
NA,"Bélgica","30","0","0","5","10","0","5","5","0","0","0","5","0"
NA,"Bulgaria","10","0","0","0","0","0","0","0","0","0","0","0","10"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","20","0","0","0","0","0","0","0","0","0","10","0","10"
NA,"España","519","45","40","35","60","65","25","45","25","35","40","59","45"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","295","35","65","40","5","5","15","20","20","0","25","35","30"
NA,"Grecia","20","10","5","0","0","0","0","0","0","5","0","0","0"
NA,"Holanda","30","0","0","0","0","15","0","0","5","5","0","0","5"
NA,"Hungría","15","0","5","0","0","0","5","0","0","0","0","5","0"
NA,"Inglaterra","35","0","0","0","0","5","5","0","0","20","5","0","0"
NA,"Irlanda","5","0","0","0","5","0","0","0","0","0","0","0","0"
NA,"Italia","679","45","85","55","35","30","40","30","30","55","35","114","125"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","20","0","0","5","0","0","5","5","0","0","0","0","5"
NA,"Polonia","45","0","0","0","0","5","5","0","0","5","5","10","15"
NA,"Portugal","35","5","0","0","0","0","10","0","0","5","0","15","0"
NA,"República Checa","10","0","0","0","0","0","0","0","0","0","0","10","0"
NA,"Rumania","30","0","0","0","0","5","0","0","0","15","0","5","5"
NA,"Rusia","929","109","187","60","70","30","35","55","80","25","50","118","110"
NA,"Suecia","5","0","0","0","0","5","0","0","0","0","0","0","0"
NA,"Suiza","240","30","15","25","15","5","5","5","0","0","30","50","60"
NA,"Ucrania","140","20","25","15","5","30","0","0","0","10","15","10","10"
NA,"Otros","55","0","0","0","0","20","0","5","0","20","0","5","5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","255","20","0","25","5","60","15","15","10","25","20","30","30"
NA,"Australia","85","15","0","15","5","5","10","5","0","10","5","5","10"
NA,"Otros","170","5","0","10","0","55","5","10","10","15","15","25","20"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL LA ISABELA, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD","TOTAL","M E S E S *",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,"ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","13604","1110","1121","943","833","880","1001","909","854","1097","1455","1565","1836"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","6466","500","553","442","436","444","475","414","388","489","687","732","906"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","6466","500","553","442","436","444","475","414","388","489","687","732","906"
NA,"EXTRANJEROS","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","7138","610","568","501","397","436","526","495","466","608","768","833","930"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","2","0","1","1","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","7136","610","567","500","397","436","526","495","466","608","768","833","930"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","2","0","0","0","0","0","0","0","0","0","1","0","1"
NA,"Canadá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Estados Unidos","2","0","0","0","0","0","0","0","0","0","1","0","1"
NA,"México","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","6753","594","558","491","381","417","481","458","424","574","694","801","880"
NA,"Aruba","39","1","0","0","0","0","0","0","0","2","23","7","6"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","1","0","0","0","0","0","0","0","0","0","1","0","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Haití","4945","471","485","390","299","279","345","314","301","417","462","529","653"
NA,"Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Puerto  Rico","1767","121","73","101","82","138","136","144","123","155","208","265","221"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","1","1","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","10","0","0","0","0","0","0","1","0","0","8","0","1"
NA,"Argentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Brasil","1","0","0","0","0","0","0","0","0","0","0","0","1"
NA,"Chile","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Perú","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Venezuela","9","0","0","0","0","0","0","1","0","0","8","0","0"
NA,"Otros","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","1","0","0","0","0","0","0","0","0","0","0","1","0"
NA,"China","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Israel","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Japón","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","1","0","0","0","0","0","0","0","0","0","0","1","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
