"aeropuerto","nacionalidad","total","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
NA,"AMERICA CENTRAL Y EL CARIBE","100612","2387","3107","3760","3655","8370","19733","22877","13829","5087","5556","5760","6491"
NA,"Aruba","15","0","0","10","0","0","0","0","0","5","0","0","0"
NA,"Caicos y Turcas, Islas","5","5","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","1900","190","215","80","105","50","200","185","170","140","140","85","340"
NA,"Cuba","2571","40","20","55","140","185","1071","180","600","130","55","35","60"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","585","20","95","15","30","45","65","85","115","20","50","20","25"
NA,"Guadalupe","585","0","0","0","0","0","0","280","305","0","0","0","0"
NA,"Guatemala","1000","40","70","70","20","70","90","115","65","180","75","90","115"
NA,"Haití","95","5","5","0","0","5","15","20","30","5","0","5","5"
NA,"Honduras","355","10","85","5","30","40","15","10","65","35","40","5","15"
NA,"Jamaica","515","35","30","10","70","60","85","65","75","45","30","0","10"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","23421","205","790","1190","710","2080","1718","3602","2978","895","2251","3410","3592"
NA,"Puerto  Rico","67084","1737","1722","2305","2485","5585","16309","17925","8210","3567","2860","2095","2284"
NA,"San Martin","5","0","0","0","0","0","0","0","0","5","0","0","0"
NA,"Trinidad y Tobago","1941","25","15","20","50","190","40","385","1141","30","15","0","30"
NA,"Virgenes Americanas","5","0","0","0","0","0","0","0","5","0","0","0","0"
NA,"Otros","530","75","60","0","15","60","125","25","70","30","40","15","15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","477774","45477","35793","28724","37518","41995","40892","43423","38206","41628","43636","40905","39577"
NA,"Argentina","115854","13874","9917","7353","10404","7665","9315","9032","8186","11056","10031","8095","10926"
NA,"Bolivia","9935","835","315","540","600","585","1321","620","420","1210","1182","755","1552"
NA,"Brasil","116520","11433","8445","6248","11479","13135","9980","10795","8250","9115","8709","10125","8806"
NA,"Chile","69677","6814","7401","3425","4620","6065","6638","7060","5918","6883","7146","3775","3932"
NA,"Colombia","71808","6270","3489","4733","4725","5520","5936","5851","6739","5913","6262","9515","6855"
NA,"Ecuador","4833","85","774","285","325","230","395","500","440","360","819","330","290"
NA,"Perú","42239","2356","2705","3055","2665","4165","3403","5331","4129","2546","4900","4130","2854"
NA,"Uruguay","17696","1233","939","1675","1440","1475","2138","1390","1296","1910","1797","1355","1048"
NA,"Venezuela","23827","2047","1448","1030","965","2485","1251","2279","2513","2165","2510","2245","2889"
NA,"Otros","5385","530","360","380","295","670","515","565","315","470","280","580","425"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","1710","55","80","35","50","60","100","105","345","265","245","65","305"
NA,"China","120","0","0","0","0","0","0","5","55","5","5","0","50"
NA,"Corea del Sur","75","0","0","0","0","5","0","5","50","0","0","0","15"
NA,"India","315","0","0","0","5","10","0","25","75","120","20","10","50"
NA,"Israel","510","35","20","25","25","25","20","25","20","115","115","25","60"
NA,"Japón","250","10","20","10","15","10","35","5","15","10","45","15","60"
NA,"Taiwan","20","0","0","0","0","0","20","0","0","0","0","0","0"
NA,"Otros","420","10","40","0","5","10","25","40","130","15","60","15","70"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","839812","71013","65665","61850","59751","53830","56923","72587","81031","69646","75179","78855","93482"
NA,"Alemania","177590","18492","17957","19360","16593","12135","10022","10585","11344","11700","12940","17480","18982"
NA,"Austria","5227","904","878","240","270","290","245","525","305","165","220","580","605"
NA,"Bélgica","35567","2406","2550","2505","2080","2705","2873","3957","3424","2601","3270","3100","4096"
NA,"Bulgaria","645","110","115","35","40","20","15","30","65","15","30","145","25"
NA,"Dinamarca","505","20","105","10","15","15","20","65","10","5","70","125","45"
NA,"Escocia","10","0","0","0","0","0","0","0","0","0","0","0","10"
NA,"España","100682","6152","6683","4804","5705","6920","8935","14408","13277","8369","7809","8585","9035"
NA,"Finlandia","155","10","20","5","5","0","5","5","5","0","5","55","40"
NA,"Francia","165163","18247","17127","15095","16228","8475","7159","13904","14518","9184","14093","12590","18543"
NA,"Grecia","50","5","0","0","0","5","0","10","15","0","0","0","15"
NA,"Holanda","20956","1128","1178","855","1520","1765","1807","2168","1802","2030","2171","2620","1912"
NA,"Hungría","1345","325","175","80","45","45","115","45","40","105","55","225","90"
NA,"Inglaterra","128649","8423","8065","9067","8895","10775","12844","11491","14188","12707","11942","9685","10567"
NA,"Irlanda","765","125","70","65","95","35","115","40","55","55","70","25","15"
NA,"Italia","5152","575","495","215","300","360","405","240","925","215","155","270","997"
NA,"Luxemburgo","350","35","50","20","65","20","45","25","35","0","20","20","15"
NA,"Noruega","60","10","0","0","0","0","5","25","0","0","15","0","5"
NA,"Polonia","17689","1662","1447","645","855","695","1336","2598","2203","2731","709","1160","1648"
NA,"Portugal","20545","340","170","1205","925","1930","2793","2248","3825","2511","2146","1155","1297"
NA,"República Checa","2649","520","799","200","240","130","120","15","70","115","85","275","80"
NA,"Rumania","205","10","5","0","0","0","15","20","20","20","80","10","25"
NA,"Rusia","126211","8058","4781","5149","4460","5965","6217","7894","13037","15258","15939","18160","21293"
NA,"Suecia","5295","1643","1198","765","10","30","60","0","15","0","50","660","864"
NA,"Suiza","20952","1233","1577","1410","1205","1285","1517","2134","1608","1595","2975","1370","3043"
NA,"Ucrania","2750","530","185","90","195","225","245","80","115","100","245","515","225"
NA,"Otros","645","50","35","30","5","5","10","75","130","165","85","45","10"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","1030","25","50","25","65","65","55","55","215","30","90","285","70"
NA,"Australia","675","25","45","25","45","40","45","20","40","30","15","275","70"
NA,"Otros","355","0","5","0","20","25","10","35","175","0","75","10","0"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE LA ROMANA, 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENERO","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","104058","16997","13758","13395","9723","4072","5232","8349","7081","3259","4556","4804","12832"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","4693","534","244","366","286","273","369","576","445","479","476","261","384"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","4172","472","212","334","248","240","325","504","394","438","408","238","359"
NA,"EXTRANJEROS","521","62","32","32","38","33","44","72","51","41","68","23","25"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","99365","16463","13514","13029","9437","3799","4863","7773","6636","2780","4080","4543","12448"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","5198","375","305","338","314","366","446","727","519","388","358","239","823"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","94167","16088","13209","12691","9123","3433","4417","7046","6117","2392","3722","4304","11625"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","36255","6113","5916","5425","2513","1044","1810","2549","1899","667","703","1464","6152"
NA,"Canadá","20905","5169","4586","3660","1214","6","183","827","522","0","2","547","4189"
NA,"Estados Unidos","15257","940","1320","1753","1296","1034","1626","1702","1375","667","695","913","1936"
NA,"México","93","4","10","12","3","4","1","20","2","0","6","4","27"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","1202","99","82","138","95","99","202","234","59","20","70","30","74"
NA,"Aruba","1","0","1","0","0","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","15","0","0","0","1","0","1","5","0","0","0","8","0"
NA,"Cuba","32","3","0","3","1","3","13","6","2","0","0","0","1"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","7","0","0","0","0","0","1","2","1","1","0","0","2"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","26","0","1","1","10","3","1","1","1","0","0","1","7"
NA,"Haití","51","1","1","3","1","0","8","13","7","4","4","5","4"
NA,"Honduras","2","0","0","0","0","0","2","0","0","0","0","0","0"
NA,"Jamaica","13","4","0","1","2","0","0","4","1","0","0","0","1"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","16","4","6","0","0","2","1","1","0","0","2","0","0"
NA,"Puerto  Rico","1006","83","71","126","74","89","175","195","45","15","62","14","57"
NA,"San Martin","2","0","0","2","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","9","3","0","0","3","0","0","1","0","0","2","0","0"
NA,"Virgenes Americanas","6","0","0","0","0","2","0","3","1","0","0","0","0"
NA,"Otros","16","1","2","2","3","0","0","3","1","0","0","2","2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","2620","238","226","306","233","186","181","363","217","117","116","86","351"
NA,"Argentina","135","20","26","8","2","14","9","19","23","0","4","2","8"
NA,"Bolivia","153","0","1","0","0","0","0","152","0","0","0","0","0"
NA,"Brasil","48","2","1","5","4","2","7","4","4","0","1","5","13"
NA,"Chile","90","0","0","0","0","1","2","19","25","2","18","14","9"
NA,"Colombia","184","40","4","16","13","22","14","20","10","13","12","3","17"
NA,"Ecuador","28","2","3","6","0","1","1","4","3","0","4","0","4"
NA,"Perú","35","3","0","1","3","3","1","7","3","0","8","1","5"
NA,"Uruguay","9","4","1","2","0","1","0","0","0","0","1","0","0"
NA,"Venezuela","1932","166","189","268","211","142","147","136","149","102","68","61","293"
NA,"Otros","6","1","1","0","0","0","0","2","0","0","0","0","2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","130","18","19","13","8","7","6","10","18","7","5","2","17"
NA,"China","37","2","8","1","1","0","0","0","12","0","1","0","12"
NA,"Corea del Sur","15","1","5","0","1","1","1","1","3","0","0","2","0"
NA,"India","17","2","1","7","0","0","2","2","0","0","1","0","2"
NA,"Israel","19","3","1","0","6","1","0","1","0","3","3","0","1"
NA,"Japón","1","0","0","0","0","0","0","0","0","0","0","0","1"
NA,"Taiwan","1","0","1","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","40","10","3","5","0","5","3","6","3","4","0","0","1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","53925","9605","6966","6807","6266","2095","2217","3888","3920","1581","2828","2721","5031"
NA,"Alemania","147","22","25","16","15","6","6","7","1","1","1","20","27"
NA,"Austria","18","3","6","0","2","0","0","3","0","0","0","3","1"
NA,"Bélgica","9","1","0","4","0","0","0","0","0","0","0","0","4"
NA,"Bulgaria","21","7","1","2","2","1","2","1","2","0","0","0","3"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","132","9","9","21","16","7","13","17","6","6","9","0","19"
NA,"Finlandia","8","0","2","3","0","1","0","0","0","0","0","0","2"
NA,"Francia","7842","1757","1414","1436","1460","3","3","408","371","2","11","0","977"
NA,"Grecia","10","0","1","0","2","0","0","0","1","0","0","4","2"
NA,"Holanda","15","5","2","2","0","0","2","0","2","0","0","0","2"
NA,"Hungría","6","3","0","0","2","0","0","0","0","0","0","0","1"
NA,"Inglaterra","45","4","6","9","8","2","3","1","5","1","1","0","5"
NA,"Irlanda","13","0","1","9","1","0","0","0","1","0","0","0","1"
NA,"Italia","42021","6128","4941","4716","4636","1994","2097","3363","3443","1545","2656","2610","3892"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","4","0","1","0","0","0","0","0","1","0","0","0","2"
NA,"Polonia","1949","964","474","479","0","0","3","10","1","1","2","7","8"
NA,"Portugal","53","34","2","2","8","0","1","2","3","0","1","0","0"
NA,"República Checa","12","0","3","3","0","1","0","0","2","0","2","0","1"
NA,"Rumania","108","32","8","2","7","8","7","7","16","2","14","3","2"
NA,"Rusia","435","37","18","44","56","48","38","20","39","11","44","47","33"
NA,"Suecia","16","8","2","1","2","0","0","1","0","0","1","1","0"
NA,"Suiza","259","23","23","33","22","13","30","34","9","5","52","3","12"
NA,"Ucrania","710","530","14","7","23","11","12","9","14","7","26","22","35"
NA,"Otros","92","38","13","18","4","0","0","5","3","0","8","1","2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","35","15","0","2","8","2","1","2","4","0","0","1","0"
NA,"Australia","13","2","0","0","7","1","0","1","2","0","0","0","0"
NA,"Otros","22","13","0","2","1","1","1","1","2","0","0","1","0"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE CIBAO, 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENERO","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","672761","48955","45537","53828","49006","51367","66078","82528","67791","41129","47567","48423","70552"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","116720","12796","5662","7415","6618","8749","8811","11798","14062","8809","11188","11059","9753"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","113443","12309","5436","7209","6390","8448","8558","11496","13680","8578","10941","10837","9561"
NA,"EXTRANJEROS","3277","487","226","206","228","301","253","302","382","231","247","222","192"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","556041","36159","39875","46413","42388","42618","57267","70730","53729","32320","36379","37364","60799"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","355058","23598","24792","28717","27647","27523","33554","41592","33186","22251","24268","24457","43473"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","200983","12561","15083","17696","14741","15095","23713","29138","20543","10069","12111","12907","17326"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","159650","9519","11750","14391","11707","11870","19853","24411","16935","7213","8855","9225","13921"
NA,"Canadá","987","90","124","100","90","63","85","70","40","59","81","105","80"
NA,"Estados Unidos","156698","9239","11499","14111","11471","11621","19568","24101","16715","6998","8664","8980","13731"
NA,"México","1965","190","127","180","146","186","200","240","180","156","110","140","110"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","26718","1852","1971","1965","1891","2140","2805","3332","2333","1811","2131","2347","2140"
NA,"Aruba","10","0","0","0","0","5","0","5","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","604","50","75","40","40","55","45","85","40","30","44","50","50"
NA,"Costa Rica","600","35","20","20","35","59","65","95","55","74","52","60","30"
NA,"Cuba","1776","135","152","165","101","146","180","165","185","74","138","170","165"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","1166","85","123","75","135","73","70","110","80","83","77","110","145"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","894","90","84","70","85","84","80","110","85","64","67","45","30"
NA,"Haití","2796","195","261","230","187","239","260","260","275","187","192","345","165"
NA,"Honduras","666","80","45","35","55","64","60","40","65","64","33","55","70"
NA,"Jamaica","571","30","69","45","40","45","60","45","50","59","43","45","40"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","903","95","94","65","35","74","55","115","55","74","96","65","80"
NA,"Puerto  Rico","15231","917","968","1095","1043","1162","1820","2142","1338","998","1281","1252","1215"
NA,"San Martin","20","0","0","5","5","0","0","0","5","0","0","5","0"
NA,"Trinidad y Tobago","488","55","15","30","35","54","50","55","30","20","29","65","50"
NA,"Virgenes Americanas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","993","85","65","90","95","80","60","105","70","84","79","80","100"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","9242","620","881","825","743","740","700","925","915","653","735","880","625"
NA,"Argentina","1128","185","127","90","110","103","95","75","55","40","48","130","70"
NA,"Bolivia","125","0","5","15","15","5","15","15","5","10","10","25","5"
NA,"Brasil","513","65","45","50","45","35","35","25","50","20","38","35","70"
NA,"Chile","1150","65","158","60","65","108","100","120","185","89","95","65","40"
NA,"Colombia","2123","115","192","155","166","176","170","215","205","142","192","185","210"
NA,"Ecuador","1871","60","117","165","217","122","105","260","180","122","173","220","130"
NA,"Perú","1453","85","162","195","70","118","105","130","120","142","91","150","85"
NA,"Uruguay","80","5","25","10","5","0","5","10","0","15","5","0","0"
NA,"Venezuela","669","30","40","60","50","68","60","50","110","73","63","55","10"
NA,"Otros","130","10","10","25","0","5","10","25","5","0","20","15","5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","2046","265","214","185","165","162","165","140","105","135","155","205","150"
NA,"China","426","45","40","65","20","44","20","25","10","35","52","55","15"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","424","40","50","65","15","20","25","60","10","10","49","50","30"
NA,"Israel","125","10","15","0","20","5","5","5","30","15","5","0","15"
NA,"Japón","135","10","30","0","20","5","15","5","10","15","0","10","15"
NA,"Taiwan","140","20","10","10","5","15","15","0","25","5","5","25","5"
NA,"Otros","796","140","69","45","85","73","85","45","20","55","44","65","70"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","3212","300","257","310","225","168","185","320","245","247","230","245","480"
NA,"Alemania","330","30","20","40","5","10","50","30","15","15","10","50","55"
NA,"Austria","25","0","0","5","5","0","0","0","5","0","5","0","5"
NA,"Bélgica","15","5","0","0","0","5","0","5","0","0","0","0","0"
NA,"Bulgaria","20","0","0","0","0","0","0","0","0","5","0","15","0"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","613","60","25","55","65","35","20","100","40","89","24","15","85"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","349","20","30","35","40","20","25","20","50","39","10","30","30"
NA,"Grecia","30","0","10","0","0","5","0","0","0","0","0","5","10"
NA,"Holanda","30","5","0","0","5","0","0","15","5","0","0","0","0"
NA,"Hungría","5","0","0","0","0","0","0","0","0","0","0","5","0"
NA,"Inglaterra","15","0","0","0","0","0","0","0","0","10","5","0","0"
NA,"Irlanda","10","0","5","0","0","0","0","0","0","0","0","5","0"
NA,"Italia","567","65","54","40","20","49","25","45","50","35","54","25","105"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","25","5","5","0","5","0","0","0","5","0","0","0","5"
NA,"Polonia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Portugal","40","0","5","10","10","0","0","5","10","0","0","0","0"
NA,"República Checa","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rumania","5","0","0","0","0","0","0","0","0","0","0","5","0"
NA,"Rusia","823","80","83","80","40","39","40","55","50","44","97","70","145"
NA,"Suecia","10","0","5","0","0","0","0","0","0","5","0","0","0"
NA,"Suiza","170","15","15","15","15","0","10","45","10","5","15","0","25"
NA,"Ucrania","105","15","0","25","15","5","5","0","5","0","5","15","15"
NA,"Otros","25","0","0","5","0","0","10","0","0","0","5","5","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","115","5","10","20","10","15","5","10","10","10","5","5","10"
NA,"Australia","40","5","5","10","0","0","5","5","5","0","5","0","0"
NA,"Otros","75","0","5","10","10","15","0","5","5","10","0","5","10"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL LA ISABELA, 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENERO","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","12115","986","1059","1032","1343","805","1039","871","1218","1168","830","833","931"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","5801","452","453","480","672","392","513","462","551","542","375","430","479"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","5801","452","453","480","672","392","513","462","551","542","375","430","479"
NA,"EXTRANJEROS","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","6314","534","606","552","671","413","526","409","667","626","455","403","452"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","6314","534","606","552","671","413","526","409","667","626","455","403","452"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Canadá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Estados Unidos","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"México","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","6141","516","596","543","641","402","510","391","645","610","444","396","447"
NA,"Aruba","1","0","0","0","1","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Cuba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","1","1","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Haití","4841","408","487","451","529","305","417","299","503","447","337","295","363"
NA,"Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Puerto  Rico","1297","107","108","92","111","97","93","92","142","163","107","101","84"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Virgenes Americanas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","1","0","1","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","4","0","0","2","0","1","0","0","1","0","0","0","0"
NA,"Argentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Brasil","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Chile","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Colombia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Perú","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Venezuela","4","0","0","2","0","1","0","0","1","0","0","0","0"
NA,"Otros","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"China","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Corea del Sur","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"India","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Israel","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Japón","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","163","17","10","7","29","10","15","18","20","15","11","6","5"
