"aeropuerto","nacionalidad","total","enero","febrero","marzo","abril","mayo","junio","julio","agosto","septiembre","octubre","noviembre","diciembre"
NA,"Costa Rica","460","15","30","30","65","65","15","30","65","30","40","60","15"
NA,"Cuba","3577","5","70","105","50","335","535","1238","854","155","90","110","30"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","185","25","0","5","10","35","20","20","15","5","15","15","20"
NA,"Guadalupe","35","0","0","0","0","0","0","35","0","0","0","0","0"
NA,"Guatemala","435","0","0","30","15","25","50","40","55","20","75","40","85"
NA,"Haití","120","5","30","10","5","25","5","5","15","5","10","5","0"
NA,"Honduras","70","0","20","10","0","15","0","0","15","0","5","5","0"
NA,"Jamaica","150","0","0","5","5","50","5","15","25","25","10","0","10"
NA,"Martinica","165","0","0","0","0","0","0","75","90","0","0","0","0"
NA,"Panamá","924","60","115","0","80","79","40","35","80","40","100","210","85"
NA,"Puerto  Rico","35164","1015","825","671","1155","2672","9679","14162","1803","454","535","1694","499"
NA,"San Martin","15","0","0","0","0","0","0","0","0","5","5","5","0"
NA,"Trinidad y Tobago","229","0","139","0","5","25","25","20","0","10","5","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","255","0","45","5","10","45","20","30","40","5","25","15","15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","162179","16701","11654","9249","9528","13091","11544","16958","16618","11354","13613","13821","18048"
NA,"Argentina","55132","6717","4548","3428","3538","5574","3775","5108","4251","3493","4808","5003","4889"
NA,"Bolivia","1294","164","30","20","45","15","150","120","100","70","35","205","340"
NA,"Brasil","28569","2475","1774","1146","1385","1364","1150","3750","2048","2016","2474","3554","5433"
NA,"Chile","23002","2709","3258","596","1175","1743","1840","2067","2167","2351","1924","1849","1323"
NA,"Colombia","14864","1469","205","1001","600","829","2064","1823","1768","918","1354","860","1973"
NA,"Ecuador","11527","344","660","631","1505","1573","500","2087","2143","270","750","645","419"
NA,"Perú","10208","244","445","681","770","1448","1140","939","1219","439","1004","845","1034"
NA,"Uruguay","1890","120","120","230","40","105","275","270","195","155","105","140","135"
NA,"Venezuela","15483","2444","604","1501","465","415","650","749","2727","1627","1129","705","2467"
NA,"Otros","210","15","10","15","5","25","0","45","0","15","30","15","35"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","1695","95","95","115","165","155","55","75","120","45","80","435","260"
NA,"China","25","5","0","0","5","0","5","5","0","0","0","5","0"
NA,"Corea del Sur","100","30","15","0","5","20","0","0","20","0","0","5","5"
NA,"India","315","20","5","25","30","25","5","25","30","15","15","35","85"
NA,"Israel","155","5","10","5","25","30","15","15","5","15","5","5","20"
NA,"Japón","160","10","40","15","0","15","0","0","30","0","10","20","20"
NA,"Taiwan","10","0","0","5","0","5","0","0","0","0","0","0","0"
NA,"Otros","930","25","25","65","100","60","30","30","35","15","50","365","130"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","739928","75326","65146","68838","60274","50061","52456","63400","68404","51236","51619","61267","71901"
NA,"Alemania","129017","12235","10459","12461","9678","10887","8329","9738","10100","8420","10180","13506","13024"
NA,"Austria","6900","1290","785","1366","545","265","525","170","145","120","405","655","629"
NA,"Bélgica","30817","3306","2594","2432","2364","2158","3025","2971","2822","2465","2404","2149","2127"
NA,"Bulgaria","260","80","15","10","20","10","5","0","10","10","30","30","40"
NA,"Dinamarca","574","149","60","105","25","5","10","35","20","5","35","70","55"
NA,"Escocia","70","0","0","5","0","0","15","0","0","15","30","5","0"
NA,"España","131778","9342","9485","10465","8598","7122","13748","16569","20892","11748","7836","8547","7426"
NA,"Finlandia","45","5","0","5","5","0","0","0","0","0","5","5","20"
NA,"Francia","182908","28533","24497","21745","18876","9230","6660","12554","10994","6134","9985","11487","22213"
NA,"Grecia","89","5","15","5","10","5","10","4","15","5","5","5","5"
NA,"Holanda","27010","1783","1744","1897","1945","2497","2145","2986","2632","2211","2439","2124","2607"
NA,"Hungría","655","90","115","85","20","45","65","0","10","50","35","65","75"
NA,"Inglaterra","84309","4023","4747","5991","6869","8026","8674","8904","8736","9083","7116","6038","6102"
NA,"Irlanda","1115","60","45","90","50","100","135","90","130","180","60","115","60"
NA,"Italia","6829","1260","545","826","645","365","335","375","579","215","350","480","854"
NA,"Luxemburgo","260","15","20","40","15","55","5","10","40","15","5","10","30"
NA,"Noruega","70","10","10","0","10","0","0","0","5","10","5","15","5"
NA,"Polonia","5133","364","185","556","375","460","430","95","140","384","425","780","939"
NA,"Portugal","28200","996","949","1777","2110","3391","3610","4270","4735","3039","1139","1310","874"
NA,"República Checa","5545","1091","1069","1266","385","165","130","40","10","90","220","490","589"
NA,"Rumania","570","30","35","25","60","20","40","20","30","75","45","65","125"
NA,"Rusia","73558","8376","5732","5535","5474","3666","2685","3426","5230","5759","6886","10032","10757"
NA,"Suecia","410","35","30","50","10","15","20","10","5","0","65","35","135"
NA,"Suiza","18759","1683","1724","1722","1820","1369","1680","929","894","1043","1579","2074","2242"
NA,"Ucrania","3700","321","65","140","255","175","95","80","100","140","290","1130","909"
NA,"Otros","1347","244","221","239","110","30","80","124","130","20","45","45","59"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","910","180","70","65","125","75","70","70","60","5","35","35","120"
NA,"Australia","185","35","5","5","15","0","5","5","5","0","30","15","65"
NA,"Otros","725","145","65","60","110","75","65","65","55","5","5","20","55"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE LA ROMANA, 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","130799","18670","15722","16278","9234","6727","7461","10717","10626","5690","6686","9631","13357"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","4567","432","277","328","311","338","447","570","486","316","294","275","493"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","3879","373","235","262","269","285","390","480","395","269","239","247","435"
NA,"EXTRANJEROS","688","59","42","66","42","53","57","90","91","47","55","28","58"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","126232","18238","15445","15950","8923","6389","7014","10147","10140","5374","6392","9356","12864"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","5140","375","269","364","270","381","510","725","453","357","226","313","897"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","121092","17863","15176","15586","8653","6008","6504","9422","9687","5017","6166","9043","11967"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","37928","6659","6464","6336","3222","1258","1597","1970","1116","687","1034","2550","5035"
NA,"Canadá","21387","5116","4778","4855","1594","37","14","214","12","3","24","1474","3266"
NA,"Estados Unidos","16463","1537","1675","1478","1621","1214","1574","1748","1098","676","1009","1076","1757"
NA,"México","78","6","11","3","7","7","9","8","6","8","1","0","12"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","628","29","52","24","14","49","50","53","65","25","50","194","23"
NA,"Aruba","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Caicos y Turcas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Costa Rica","11","0","0","2","0","1","2","0","0","0","1","3","2"
NA,"Cuba","196","6","5","6","3","4","40","43","57","23","1","3","5"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","11","1","0","0","2","2","0","1","1","0","2","2","0"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","1","0","0","0","0","0","0","0","0","0","0","0","1"
NA,"Haití","155","16","28","13","3","22","6","9","4","2","46","4","2"
NA,"Honduras","5","0","1","0","0","1","0","0","1","0","0","0","2"
NA,"Jamaica","12","5","2","1","0","4","0","0","0","0","0","0","0"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","45","0","16","1","5","15","1","0","2","0","0","0","5"
NA,"Puerto  Rico","181","0","0","0","0","0","0","0","0","0","0","181","0"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","11","1","0","1","1","0","1","0","0","0","0","1","6"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","2751","130","232","298","134","374","157","185","395","171","127","185","363"
NA,"Argentina","139","21","20","10","4","10","16","15","14","4","9","14","2"
NA,"Bolivia","5","0","0","1","0","1","0","1","0","1","0","0","1"
NA,"Brasil","70","4","3","3","7","7","6","7","6","3","7","3","14"
NA,"Chile","28","0","4","4","1","6","3","3","4","1","1","0","1"
NA,"Colombia","155","7","9","14","17","10","5","18","14","6","32","5","18"
NA,"Ecuador","644","1","3","120","3","271","5","37","191","8","3","1","1"
NA,"Perú","30","0","3","1","1","4","7","4","3","2","0","5","0"
NA,"Uruguay","21","4","0","0","0","0","1","8","3","0","3","0","2"
NA,"Venezuela","1655","91","190","145","101","65","113","92","159","146","72","157","324"
NA,"Otros","4","2","0","0","0","0","1","0","1","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","146","39","10","14","7","5","11","5","7","4","12","6","26"
NA,"China","13","5","1","0","0","1","4","1","0","1","0","0","0"
NA,"Corea del Sur","21","14","0","0","1","1","0","2","0","1","0","1","1"
NA,"India","19","2","0","1","1","1","1","0","1","0","2","3","7"
NA,"Israel","7","2","0","1","2","0","0","0","0","0","1","1","0"
NA,"Japón","5","0","2","0","0","0","0","0","0","0","1","1","1"
NA,"Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","81","16","7","12","3","2","6","2","6","2","8","0","17"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","79565","11004","8408","8908","5248","4322","4683","7203","8100","4129","4943","6106","6511"
NA,"Alemania","549","302","41","62","5","8","2","6","5","13","2","54","49"
NA,"Austria","58","43","2","4","1","0","0","0","0","0","0","6","2"
NA,"Bélgica","1278","3","2","0","2","0","0","0","0","78","2","484","707"
NA,"Bulgaria","17","3","0","1","0","0","1","2","3","0","1","0","6"
NA,"Dinamarca","15","0","6","1","0","0","4","0","0","0","1","0","3"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","455","12","12","16","7","3","11","17","14","5","4","8","346"
NA,"Finlandia","3","0","2","1","0","0","0","0","0","0","0","0","0"
NA,"Francia","5477","988","1112","1544","706","5","12","550","435","9","4","8","104"
NA,"Grecia","26","0","17","0","3","0","0","4","0","0","0","2","0"
NA,"Holanda","189","5","4","0","5","5","2","7","7","2","11","82","59"
NA,"Hungría","10","4","2","0","0","0","0","1","0","0","0","0","3"
NA,"Inglaterra","10289","716","551","619","148","1009","1206","1303","1052","951","1054","1072","608"
NA,"Irlanda","13","4","2","0","0","1","2","1","1","1","0","1","0"
NA,"Italia","59803","8656","6503","6544","4297","3229","3365","5196","6539","2986","3793","4192","4503"
NA,"Luxemburgo","9","2","0","0","0","0","0","0","0","0","0","3","4"
NA,"Noruega","6","1","0","0","1","2","1","0","0","0","1","0","0"
NA,"Polonia","306","29","15","7","6","21","16","8","11","36","8","137","12"
NA,"Portugal","47","15","6","7","4","1","0","6","1","2","0","2","3"
NA,"República Checa","21","8","1","0","1","0","1","3","1","1","1","2","2"
NA,"Rumania","165","22","7","7","16","10","7","27","13","7","12","13","24"
NA,"Rusia","166","43","13","27","6","7","5","8","6","7","4","12","28"
NA,"Suecia","30","10","5","1","0","2","1","3","0","1","2","0","5"
NA,"Suiza","411","98","89","46","34","4","36","48","4","4","29","5","14"
NA,"Ucrania","74","17","2","9","3","2","1","2","0","7","0","16","15"
NA,"Otros","148","23","14","12","3","13","10","11","8","19","14","7","14"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","74","2","10","6","28","0","6","6","4","1","0","2","9"
NA,"Australia","41","1","0","4","25","0","4","0","4","0","0","2","1"
NA,"Otros","33","1","10","2","3","0","2","6","0","1","0","0","8"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL DE CIBAO, 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","433787","32002","33477","37454","31507","35827","42551","50969","41078","27331","30759","29941","40891"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","66800","7053","3257","3913","5342","5510","4980","6347","8050","4896","5907","5907","5638"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","63881","6734","3103","3769","5077","5137","4718","5994","7714","4698","5725","5735","5477"
NA,"EXTRANJEROS","2919","319","154","144","265","373","262","353","336","198","182","172","161"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","366987","24949","30220","33541","26165","30317","37571","44622","33028","22435","24852","24034","35253"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","233216","15907","18459","20830","16964","20464","22309","24884","20327","15785","16731","16299","24257"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","133771","9042","11761","12711","9201","9853","15262","19738","12701","6650","8121","7735","10996"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","107176","6437","8726","10366","7302","7858","12659","17286","10733","4722","6410","5947","8730"
NA,"Canadá","1639","174","237","85","144","180","108","89","182","88","80","94","178"
NA,"Estados Unidos","103664","6131","8326","10120","6944","7507","12393","17038","10349","4511","6227","5729","8389"
NA,"México","1873","132","163","161","214","171","158","159","202","123","103","124","163"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","18361","1989","2393","1642","1183","1319","1819","1689","1369","1216","1122","1134","1486"
NA,"Aruba","15","0","5","0","0","0","0","5","0","5","0","0","0"
NA,"Caicos y Turcas, Islas","491","50","20","45","35","19","59","30","35","64","55","25","54"
NA,"Costa Rica","312","10","40","10","30","34","15","20","54","15","10","25","49"
NA,"Cuba","1494","99","158","136","94","107","128","104","104","137","140","149","138"
NA,"Curazao","10","0","0","5","0","0","0","0","0","5","0","0","0"
NA,"El Salvador","959","64","89","105","55","97","69","114","49","59","110","94","54"
NA,"Guadalupe","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Guatemala","158","5","5","5","5","15","20","0","44","29","10","10","10"
NA,"Haití","5471","1002","1127","603","313","322","488","386","435","254","165","139","237"
NA,"Honduras","208","15","59","5","10","19","20","10","5","10","10","20","25"
NA,"Jamaica","185","20","0","35","20","10","10","25","15","20","0","15","15"
NA,"Martinica","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Panamá","427","64","35","35","15","10","35","40","25","39","45","40","44"
NA,"Puerto  Rico","7585","615","732","578","552","613","832","807","534","504","537","535","746"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","110","0","15","10","9","15","15","0","0","20","0","12","14"
NA,"Virgenes Americanas, Islas","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Otros","936","45","108","70","45","58","128","148","69","55","40","70","100"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","6179","412","420","502","492","535","611","669","450","486","504","515","583"
NA,"Argentina","747","45","78","65","99","44","44","50","40","74","45","74","89"
NA,"Bolivia","35","5","0","5","10","5","5","0","0","0","5","0","0"
NA,"Brasil","531","40","25","40","65","29","35","50","49","39","55","40","64"
NA,"Chile","881","30","64","70","50","102","108","94","89","25","120","40","89"
NA,"Colombia","1657","179","109","126","109","107","206","154","89","137","120","168","153"
NA,"Ecuador","475","5","10","80","40","73","64","59","20","49","15","20","40"
NA,"Perú","1038","30","74","25","85","141","99","154","84","83","100","109","54"
NA,"Uruguay","34","5","0","5","4","0","0","5","5","5","0","5","0"
NA,"Venezuela","687","73","35","81","25","29","30","99","74","64","34","54","89"
NA,"Otros","94","0","25","5","5","5","20","4","0","10","10","5","5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","589","50","64","40","80","58","99","30","10","69","10","30","49"
NA,"China","15","0","0","0","5","5","0","0","0","0","0","5","0"
NA,"Corea del Sur","10","0","0","0","0","10","0","0","0","0","0","0","0"
NA,"India","138","10","20","15","15","23","20","10","0","15","5","5","0"
NA,"Israel","65","0","5","5","20","0","5","0","5","10","0","5","10"
NA,"Japón","154","10","20","5","20","10","15","20","5","19","0","10","20"
NA,"Taiwan","34","15","0","0","0","0","5","0","0","0","0","0","14"
NA,"Otros","173","15","19","15","20","10","54","0","0","25","5","5","5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","1376","154","148","161","139","68","59","64","119","142","75","104","143"
NA,"Alemania","212","40","0","25","5","0","5","10","5","58","0","20","44"
NA,"Austria","15","0","0","5","5","0","0","0","0","0","0","0","5"
NA,"Bélgica","49","0","5","0","34","0","0","5","5","0","0","0","0"
NA,"Bulgaria","5","5","0","0","0","0","0","0","0","0","0","0","0"
NA,"Dinamarca","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Escocia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"España","480","25","63","70","0","15","44","25","84","44","50","35","25"
NA,"Finlandia","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Francia","108","25","20","10","5","4","5","9","10","5","0","10","5"
NA,"Grecia","25","0","10","0","0","0","0","0","0","10","0","0","5"
NA,"Holanda","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Hungría","15","0","0","0","10","0","0","0","5","0","0","0","0"
NA,"Inglaterra","39","0","0","0","15","24","0","0","0","0","0","0","0"
NA,"Irlanda","5","0","0","0","5","0","0","0","0","0","0","0","0"
NA,"Italia","170","20","25","25","20","15","5","10","5","15","15","5","10"
NA,"Luxemburgo","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Noruega","15","0","0","0","0","0","0","0","0","0","0","0","15"
NA,"Polonia","14","0","0","0","5","0","0","0","0","0","0","4","5"
NA,"Portugal","30","10","0","10","0","0","0","0","0","5","0","0","5"
NA,"República Checa","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Rumania","5","0","0","0","5","0","0","0","0","0","0","0","0"
NA,"Rusia","140","20","20","10","20","10","0","5","0","0","5","30","20"
NA,"Suecia","25","9","0","6","5","0","0","0","0","5","0","0","0"
NA,"Suiza","10","0","5","0","5","0","0","0","0","0","0","0","0"
NA,"Ucrania","4","0","0","0","0","0","0","0","0","0","0","0","4"
NA,"Otros","10","0","0","0","0","0","0","0","5","0","5","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESTO DEL MUNDO","90","0","10","0","5","15","15","0","20","15","0","5","5"
NA,"Australia","40","0","5","0","5","5","10","0","5","5","0","0","5"
NA,"Otros","50","0","5","0","0","10","5","0","15","10","0","5","0"
NA,"*Cifras sujetas a rectificación.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLEGADA MENSUAL DE PASAJEROS VIA AEREA, SEGUN  NACIONALIDAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AEROPUERTO INTERNACIONAL LA ISABELA, 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NACIONALIDAD",NA,"M E S E S*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"TOTAL","ENE.","FEB.","MAR.","ABR.","MAY.","JUN.","JUL.","AGO.","SEP.","OCT.","NOV.","DIC."
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL","32150","2803","5431","4101","2779","2416","2200","2299","2133","1967","1780","1543","2698"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RESIDENTES","6913","428","526","620","569","562","681","625","600","602","609","495","596"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","5047","323","396","400","381","388","494","469","442","434","465","381","474"
NA,"EXTRANJEROS","1866","105","130","220","188","174","187","156","158","168","144","114","122"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"NO RESIDENTES","25237","2375","4905","3481","2210","1854","1519","1674","1533","1365","1171","1048","2102"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DOMINICANOS","918","65","49","68","68","78","54","137","54","60","66","61","158"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EXTRANJEROS","24319","2310","4856","3413","2142","1776","1465","1537","1479","1305","1105","987","1944"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL NORTE","6051","909","1869","738","399","281","253","237","262","174","188","185","556"
NA,"Canadá","960","85","237","156","99","61","47","40","55","30","32","46","72"
NA,"Estados Unidos","4883","796","1572","549","285","203","198","183","204","142","149","135","467"
NA,"México","208","28","60","33","15","17","8","14","3","2","7","4","17"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA CENTRAL Y EL CARIBE","5265","495","592","549","463","433","389","373","422","441","395","307","406"
NA,"Aruba","48","1","1","0","5","4","10","7","1","4","2","0","13"
NA,"Caicos y Turcas, Islas","5","0","0","1","0","0","0","0","1","0","0","2","1"
NA,"Costa Rica","93","10","17","19","7","12","5","5","5","7","5","0","1"
NA,"Cuba","18","0","1","1","2","3","2","2","1","4","0","0","2"
NA,"Curazao","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"El Salvador","87","3","39","12","2","7","3","2","3","4","3","2","7"
NA,"Guadalupe","2","0","0","0","0","0","0","0","0","0","0","0","2"
NA,"Guatemala","108","2","21","16","7","8","9","7","7","7","10","5","9"
NA,"Haití","4497","431","472","432","403","372","331","326","380","380","351","283","336"
NA,"Honduras","80","9","5","15","6","3","10","6","8","9","6","1","2"
NA,"Jamaica","40","12","7","3","2","0","3","3","3","3","1","1","2"
NA,"Martinica","2","0","0","0","0","0","0","0","0","0","0","0","2"
NA,"Panamá","86","4","9","17","14","8","3","5","4","7","1","6","8"
NA,"Puerto  Rico","11","3","0","0","0","1","2","0","0","0","0","0","5"
NA,"San Martin","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Trinidad y Tobago","18","3","3","2","0","3","4","0","0","1","2","0","0"
NA,"Virgenes Americanas, Islas","13","0","0","0","0","0","0","2","0","0","10","0","1"
NA,"Otros","157","17","17","31","15","12","7","8","9","15","4","7","15"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"AMERICA DEL SUR","2402","180","245","280","182","165","162","194","195","185","185","211","218"
NA,"Argentina","187","18","33","33","19","9","4","15","16","12","9","8","11"
NA,"Bolivia","35","2","2","5","2","6","1","4","2","5","0","5","1"
NA,"Brasil","615","58","63","51","46","47","32","57","43","22","49","80","67"
NA,"Chile","116","5","11","14","9","7","6","12","10","21","8","2","11"
NA,"Colombia","274","33","44","40","32","29","16","15","13","8","16","8","20"
NA,"Ecuador","87","6","11","13","2","5","4","9","3","4","9","12","9"
NA,"Perú","117","7","16","23","11","13","10","6","5","11","4","2","9"
NA,"Uruguay","53","4","6","8","6","4","3","10","5","3","0","0","4"
NA,"Venezuela","909","46","57","90","54","44","85","66","98","99","90","94","86"
NA,"Otros","9","1","2","3","1","1","1","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ASIA","1401","76","283","192","117","93","106","135","80","77","44","33","165"
NA,"China","32","14","8","1","1","1","3","1","1","0","1","0","1"
NA,"Corea del Sur","509","3","53","70","53","30","52","67","42","45","28","21","45"
NA,"India","99","11","17","14","9","8","6","5","9","4","4","3","9"
NA,"Israel","133","25","55","21","12","5","4","3","5","1","0","0","2"
NA,"Japón","315","17","65","38","11","28","26","33","3","4","1","2","87"
NA,"Taiwan","24","3","8","4","0","2","1","1","0","1","2","0","2"
NA,"Otros","289","3","77","44","31","19","14","25","20","22","8","7","19"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"EUROPA","8337","601","1786","1520","863","698","494","530","453","377","242","228","545"
NA,"Alemania","931","69","238","208","101","75","45","51","46","43","14","7","34"
NA,"Austria","133","1","53","33","10","6","8","2","8","8","0","1","3"
NA,"Bélgica","330","26","94","57","36","38","15","8","13","15","9","4","15"
NA,"Bulgaria","7","0","1","3","2","1","0","0","0","0","0","0","0"
